"WOS_ID","Authors","Title","Year","Source","DOI","AdditionalPublications","Country","System","Habitat","DurationDays","NumberOfStressors","FullyFactorial","LargestCombination","SpecificCombinations","Physiological","Individual","Population","Community","Ecosystem","SingleSpecies","TaxonomicGroup","MultipleTimepoints","Recovery","Sequential","StressorOneClass","StressorOneIdentity","StressorOneNote","StressorOneLevels","StressorTwoClass","StressorTwoIdentity","StressorTwoNote","StressorTwoLevels","StressorThreeClass","StressorThreeIdentity","StressorThreeNote","StressorThreeLevels","StressorFourClass","StressorFourIdentity","StressorFourNote","StressorFourLevels","StressorFiveClass","StressorFiveIdentity","StressorFiveNote","StressorFiveLevels","StressorSixClass","StressorSixIdentity","StressorSixNote","StressorSixLevels","StressorSevenClass","StressorSevenIdentity","StressorSevenNote","StressorSevenLevels","StressorEightClass","StressorEightIdentity","StressorEightNote","StressorEightLevels","StressorNineClass","StressorNineIdentity","StressorNineNote","StressorNineLevels","StressorTenClass","StressorTenIdentity","StressorTenNote","StressorTenLevels","StressorElevenClass","StressorElevenIdentity","StressorElevenNote","StressorElevenLevels","StressorTwelveClass","StressorTwelveIdentity","StressorTwelveNote","StressorTwelveLevels","StressorThirteenClass","StressorThirteenIdentity","StressorThirteenNote","StressorThirteenLevels","StressorFourteenClass","StressorFourteenIdentity","StressorFourteenNote","StressorFourteenLevels","StressorFifteenClass","StressorFifteenIdentity","StressorFifteenNote","StressorFifteenLevels","StressorSixteenClass","StressorSixteenIdentity","StressorSixteenNote","StressorSixteenLevels","StressorSeventeenClass","StressorSeventeenIdentity","StressorSeventeenNote","StressorSeventeenLevels","StressorEighteenClass","StressorEighteenIdentity","StressorEighteenNote","StressorEighteenLevels","StressorNineteenClass","StressorNineteenIdentity","StressorNineteenNote","StressorNineteenLevels","StressorTwentyClass","StressorTwentyIdentity","StressorTwentyNote","StressorTwentyLevels","StressorTwentyOneClass","StressorTwentyOneIdentity","StressorTwentyOneNote","StressorTwentyOneLevels","StressorTwentyTwoClass","StressorTwentyTwoIdentity","StressorTwentyTwoNote","StressorTwentyTwoLevels"
"WOS:000183591000005","Bridges, CM; Boone, MD","The interactive effects of UV-B and insecticide exposure on tadpole survival, growth and development",2003,"BIOLOGICAL CONSERVATION","10.1016/S0006-3207(02)00348-8",NA,"usa","mesocosm","lentic","62",2,"yes",2,"1-2,","no","yes","no","no","no","rana sphenocephala","amphibia","no","no","no","insecticide","carbaryl","On 25 April 2001, 45 tadpoles were added to each pond. The next day Sevin(R) (22.5% carbaryl) was added to the ponds assigned to hold a chemical treatment. We mixed 22.2 g Sevin(R) with 5 l of pond water and sprinkled this into each tank with a watering can to reach a target concentration of 5.0 mg/l (approximating post-application, environmentally expected concentrations. In ponds receiving no chemical, 5 l of pond water was sprinkled over the surface as a control.",2,"UV light","UVB","Control, low, medium, high UV-B (Table 1)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000183700200022","Goto, T; Hiromi, J","Toxicity of 17 alpha-ethynylestradiol and norethindrone, constituents of an oral contraceptive pill to the swimming and reproduction of cladoceran Daphnia magna, with special reference to their synergetic effect",2003,"MARINE POLLUTION BULLETIN","10.1016/S0025-326X(03)00052-3",NA,"japan","lab",NA,"25",2,"yes",2,"1-2,","no","yes","yes","no","no","daphnia magna","crustacea","no","no","no","pharmaceuticals","ethinylestradiol","1.11ppb, 5.88 ppb, 29,41ppb (Synergetic effects of EE2 mixed with NOR were also tested; the mixture ratio was 1:17 in weight based on the mixture ratio of both chemicals in the pill. Concentrations for the mixture of both were 20, 10 and 500)",6,"pharmaceuticals","norethisterone","18.89ppb, 94,12ppb, 470.59ppb ((Synergetic effects of EE2 mixed with NOR were also tested; the mixture ratio was 1:17 in weight based on the mixture ratio of both chemicals in the pill. Concentrations for the mixture of both were 20, 10 and 500)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000183782500048","Navaraj, PS","Synergetic effect of metals of electroplating industry effluent on physiology of the fish, Oreochromis mossambicus",2003,"JOURNAL DE PHYSIQUE IV","10.1051/jp4:20030450",NA,"India","Lab",NA,"90",2,"yes",2,"1-2,","Yes","Yes","No","No","No","Oreochromis mossambicus","fish","Yes","No","No","metals","chromium","Control and 5%, 10%, and 15% of the 96 hours Lc 50",4,"metals","nickel","Control and 5%, 10%, and 15% of the 96 hours Lc 50",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000184255000013","Panigatti, MC; Maine, MA","Influence of nitrogen species (NH4+ and NO3-()) on the dynamics of P in water-sediment-Salvinia herzogii systems",2003,"HYDROBIOLOGIA","10.1023/A:1024860213797",NA,"argentina","lab",NA,"28",2,"yes",2,"1-2,","yes","no","no","no","no","salvinia herzogii","macrophyte","no","no","no","nutrients","nitrate","NO3- were added in the form of KNO3",2,"nutrients","ammonia","NH4+ was added in the form of (NH4)2SO4",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000184524900022","Boone, MD; James, SM","Interactions of an insecticide, herbicide, and natural stressors in amphibian community mesocosms",2003,"ECOLOGICAL APPLICATIONS","10.1890/1051-0761(2003)013[0829:IOAIHA]2.0.CO;2",NA,"usa","mesocosm","wetland","58",2,"yes",2,"1-2,","yes","yes","yes","no","no","rana sphenocephala; bufo americanus; ambystoma maculatum; ambystoma texanum","amphibia","no","no","no","herbicide","atrazine","Added atrazine as liquid Aatrex (40.8% atrazine, Novartis, Greensboro, North Carolina, USA) at a nominal concentration of 200 μg/L (490 mg Aatrex) on day 17; Selected the chemical level based on post-application, expected environmental concentrations (≤270 μg/L atrazine)",2,"insecticide","carbaryl","Added carbaryl as liquid Sevin (21.3% carbaryl) at a nominal concentration of 3.5 mg/L (16.4 g Sevin) or 7.0 mg/L (32.9 g Sevin); Selected the chemical level based on post-application, expected environmental concentrations (≤4.8 mg/L carbaryl)",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000185073300015","Hatch, AC; Blaustein, AR","Combined effects of UV-B radiation and nitrate fertilizer on larval amphibians",2003,"ECOLOGICAL APPLICATIONS","10.1890/1051-0761(2003)13[1083:CEOURA]2.0.CO;2",NA,"usa","mesocosm","lentic","21",2,"yes",2,"1-2,","no","no","yes","no","no","ambystoma macrodactylum; hyla regilla","amphibia","no","no","no","UV light","UVB","With or without",2,"nutrients","nitrate","0, 5, 20 mg/L (Ambystoma macrodactylum); 0, 10 mg/L (Hyla regilla)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000185160000004","Luckenbach, T; Ferling, H; Gernhofer, M; Kohler, HR; Negele, RD; Pfefferle, E; Triebskorn, R","Developmental and subcellular effects of chronic exposure to sub-lethal concentrations of ammonia, PAH and PCP mixtures in brown trout (Salmo trutta f. fario L.) early life stages",2003,"AQUATIC TOXICOLOGY","10.1016/S0166-445X(03)00107-3",NA,"germany","lab",NA,"79",2,"yes",2,"1-2,","yes","yes","no","no","no","salmo trutta","fish","yes","no","no","nutrients","ammonia","Ammonia (NH3: 25 μg/L) was added as NH4Cl, with the ammount added determined on the basis of water temperature and pH.",2,"other chemicals","other chemical mixture","Organic mixture containing polyaromatic hydrocarbons (total PAHs: 130 ng l-1; acenaphthylene (ANY): 5 ng l-1, chrysene (CHR): 5 ng l-1, fluoranthene (FLA): 12 ng l-1, fluorene (FLU): 12 ng l-1, naphthalene (NAP): 36 ng l-1, pyrene (PYR): 6 ng l-1, phenanthrene (PHE): 54 ng l-1) and pentachlorophenol (PCP: 20 ng l-1)",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000185639200019","Banks, KE; Wood, SH; Matthews, C; Thuesen, KA","Joint acute toxicity of diazinon and copper to Ceriodaphnia dubia",2003,"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","10.1002/etc.5620220719",NA,"usa","lab",NA,"2",2,"yes",2,"1-2,","yes","yes","yes","no","no","ceriodaphnia dubia","crustacea","no","no","no","metals","copper",NA,3,"insecticide","diazinon","Diazinon (99.8% pure, lot 102601) and copper (100.0% pure, solvent 2% HNO3, lot 102601) standards",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000185788500020","Edginton, AN; Stephenson, GR; Sheridan, PM; Thompson, DG; Boermans, HJ","Effect of pH and release((R)) on two life stages of four anuran amphibians",2003,"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","10.1897/02-484",NA,"canada","lab",NA,"4",2,"yes",2,"1-2,","no","yes","no","no","no","bufo americanus; rana pipiens; rana clamitans; xenopus laevis","amphibia","no","no","no","acidity","pH range","Variables included pH and Release concentration, using combinations of five levels of each. The pH range used was 4.5 to 8.5 with a midpoint of 6.5.",5,"herbicide","triclopyr","Variables included pH and Release concentration, using combinations of five levels of each. The range and midpoint for Release (triclopyr) concentrations were determined based on preliminary dose-response studies at pH  5.5 and pH 7.5 using concentrations ranging from 0.1 to 25 mg/L triclopyr.",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000186118000020","Lennon, JT; Smith, VH; Dzialowski, AR","Invasibility of plankton food webs along a trophic state gradient",2003,"OIKOS","10.1034/j.1600-0706.2003.12260.x",NA,"usa","lab",NA,"42",2,"yes",2,"1-2,","no","no","yes","yes","yes",NA,NA,"yes","no","no","nutrients","nutrient enrichment","We used three levels of nutrient supply in order to capture a gradient of N and P concentrations found in Midwestern U.S. reservoirs. The low nutrient treatment consisted of eight replicate mesocosms with source water having ambient concentrations of N and P (TN=589+/-19 μg/l; TP=24.6+/-1.60 μg/l; TN:TP=24 by mass). We then added sufficient volumes of dissolved KNO3 and KH2PO4 to the remaining 16 mesocosms to achieve eight replicates of the medium nutrient treatment (target TP=50 μg/l) and eight replicates of the high nutrient treatment (target TP=75 μg/l). The target nutrient concentrations were maintained over the course of the experiment by adding dissolved N and P every seven days assuming a loss rate of 5% per day due to sedimentation (V.H. Smith, unpubl.).",3,"non-native species","daphnia lumholtzi","We collected Daphnia lumholtzi from Clinton Reservoir located approximately 3 km west of the Univ. of Kansas. This 2 800 ha, multipurpose impoundment has supported populations of invasive D. lumholtzi since at least 1994 (W. J. O'Brien, pers. commun.). From live samples, we isolated a total of 1200 gravid D. lumholtzi under a dissecting microscope. One-hundred D. lumholtzi were then randomly assigned to four replicate tanks in each of the three nutrient treatments; these 12 mesocosms served as the invasion treatment. The relatively low inoculum size (0.33 animals/l) was intended to simulate the propagule pressure of a natural invasion (Neill 1978, Vanni 1986). The remaining 12 mesocosms not inoculated with D. lumholtzi served as the invasion reference.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000188112300020","Cicik, B; Ay, O; Karayakar, F","Effects of lead and cadmium interactions on the metal accumulation in tissue and organs of the Nile Tilapia (Oreochromis niloticus)",2004,"BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY","10.1007/s00128-003-0252-5",NA,"turkey","lab",NA,"15",2,"yes",2,"1-2,","yes","no","no","no","no","oreochromis niloticus","fish","yes","no","no","metals","lead","the concentrations of ... were adjusted to 1mg/l",2,"metals","cadmium","the concentrations of ... were adjusted to 1mg/l",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000188531100021","Thangavel, P; Nivedhitha, H; Ramaswamy, M","Comparative study on individual and combined effects of Dimecron and Ziram on carbohydrate metabolites in liver, muscle, heart, and blood of a freshwater teleost, Sarotherodon mossambicus (Peters)",2004,"BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY","10.1007/s00128-003-8835-8",NA,"india","lab",NA,"3",2,"yes",2,"1-2,","yes","no","no","no","no","sarotherodon mossambicus","fish","yes","no","no","insecticide","dimecron","fish were exposed for different periods to 0.002ml/L",2,"fungicide","ziram","fish were exposed to 0.008ml/L",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000188541900010","Broomhall, SD","Egg temperature modifies predator avoidance and the effects of the insecticide endosulfan on tadpoles of an Australian frog",2004,"JOURNAL OF APPLIED ECOLOGY","10.1111/j.1365-2664.2004.00883.x",NA,"australia","lab",NA,"9",2,"yes",2,"1-2,","yes","yes","yes","no","no","limnodynastes peronii","amphibia","yes","yes","yes","temperature","warming","Eggs of the Australian frog Limnodynastes peronii were reared at two temperatures that simulate naturally occurring cool and warm temperature regimes (14 +/- 3 °C and 20 +/- 3 °C). Tadpoles were then exposed to sublethal concentrations of the organochlorine insecticide endosulfan, at a common temperature.",3,"insecticide","endosulfan","In each case, tadpoles were exposed to nominal concentrations of 0 (control), 0·03 µg l-1 (low) and 1·3 µg l-1 (high) active ingredient endosulfan (in the commercial formulation Thiodan(R)) 1 days after hatching (Stage 24; Gosner 1960).",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000188815300008","Lecoeur, S; Videmann, B; Berny, P","Evaluation of metallothionein as a biomarker of single and combined Cd/Cu exposure in Dreissena polymorpha",2004,"ENVIRONMENTAL RESEARCH","10.1016/S0013-9351(03)00069-0",NA,"france","lab",NA,"63",2,"yes",2,"1-2,","yes","no","no","no","no","dreissena polymorpha","mollusca","no","no","no","metals","cadmium","Two levels of exposure, and negative controls, were chosen for each of the two metals: 2, 20 mg/L for Cd and 5, 10 mg/L for Cu with mixtures of, respectively, 5 mg/L Cu+2mg/L Cd, 10 mg/L Cu+2 mg/L Cd, and 10 mg/L Cu+20 mg/L Cd. They were relevant with natural environmental levels of contamination in our area (Agence de l'eau Rho^ ne-Me´diterrane´e-Corse, 2001).",2,"metals","copper","Two levels of exposure, and negative controls, were chosen for each of the two metals: 2, 20 mg/L for Cd and 5, 10 mg/L for Cu with mixtures of, respectively, 5 mg/L Cu+2mg/L Cd, 10 mg/L Cu+2 mg/L Cd, and 10 mg/L Cu+20 mg/L Cd. They were relevant with natural environmental levels of contamination in our area (Agence de l'eau Rho^ ne-Me´diterrane´e-Corse, 2001).",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000189122600018","Martinez, EA; Moore, BC; Schaumloffel, J; Dasgupta, N","Effects of exposure to a combination of zinc- and lead-spiked sediments on mouthpart development and growth in Chironomus tentans",2004,"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","10.1897/02-512",NA,"usa","lab",NA,"70",2,"yes",2,"1-2,","no","yes","no","no","no","chironomus tentans","insecta","yes","no","no","metals","zinc","two concentration: control = zinc absent; treatment = 3743 mg g-1 Zn dry wt",2,"metals","lead","four concentrations: Lead absent (control), 1442, 3383, and 5562 mg g-1 Pb dry wt (low, medium, and high)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000209461900190","Taghizadeh, V; Imanpoor, MR; Hosseinzadeh, M; Azarin, H","Effects of acidic water in combination with aluminum on swimming behavior and survival of yolk-sac larval in Goldfish (Carassius auratus gibelio)",2013,"SPRINGERPLUS","10.1186/2193-1801-2-190",NA,"iran","lab",NA,"10",2,"yes",2,"1-2,","yes","yes","no","no","no","carassius auratus gibelio","fish","no","no","no","acidity","pH range","Goldfish fry were exposed for 3 days to acid water at pH 5.00, 5.25, 5.75, and 6.7, and to Al in concentrations of 0, 50, 150, and 250 mg L-1. Goldfish fry were exposed for 7 days to acid water at pH 4, 4.25, 4.75 and 5, and to Al in concentration of 0, 300 and 600 mg L-1. Goldfish fry were exposed for 10 days to acid water at pH 6.50, and to Al in concentrations of 0, 50, and 100 mg L-1.",5,"metals","aluminium","Goldfish fry were exposed for 3 days to acid water at pH 5.00, 5.25, 5.75, and 6.7, and to Al in concentrations of 0, 50, 150, and 250 mg L-1. Goldfish fry were exposed for 7 days to acid water at pH 4, 4.25, 4.75 and 5, and to Al in concentration of 0, 300 and 600 mg L-1. Goldfish fry were exposed for 10 days to acid water at pH 6.50, and to Al in concentrations of 0, 50, and 100 mg L-1.",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000209703800023","Gale, MK; Hinch, SG; Cooke, SJ; Donaldson, MR; Eliason, EJ; Jeffries, KM; Martins, EG; Patterson, DA","Observable impairments predict mortality of captured and released sockeye salmon at various temperatures",2014,"CONSERVATION PHYSIOLOGY","10.1093/conphys/cou029",NA,"canada","lab",NA,"2.5",2,"yes",2,"1-2,","yes","yes","no","no","no","oncorhynchus nerka","fish","yes","no","yes","temperature","warming","tanks heated differently",3,"biological alterations","simulated capture","The capture-release stressor included stimulating fish to burst swim for 3 min by manual chasing.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000220437800004","Willis, JM; Hester, MW","Interactive effects of salinity, flooding, and soil type on Panicum hemitomon",2004,"WETLANDS","10.1672/0277-5212(2004)024[0043:IEOSFA]2.0.CO;2",NA,"usa","lab",NA,"56",2,"yes",2,"1-2,","yes","no","yes","no","no","panicum hemitomon","macrophyte","no","no","no","salinity","increased salinity","Control (0 salinity) and 2 salinity treatments: 1.5 and 3 ppt",3,"hydrology","flooding","Control (no flooding); 10cm flood or 20cm flood (the plant used is a wetland grass classed as aquatic/semi-aquatic).",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000220484000002","Edginton, AN; Sheridan, PM; Stephenson, GR; Thompson, DG; Boermans, HJ","Comparative effects of pH and Vision (R) herbicide on two life stages of four anuran amphibian species",2004,"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","10.1897/03-115",NA,"canada","lab",NA,"8",2,"yes",2,"1-2,","no","yes","yes","no","no","rana clamitans; r. pipiens; bufo americanus; xenopus laevis","amphibia","no","no","no","herbicide","glyphosate","Vision(R), a glyphosate-based herbicide containing a 15% (weight:weight) polyethoxylated tallow amine surfactant blend, and the concurrent factor of pH were tested to determine their interactive effects on early life-stage Rana clamitans, R. pipiens, Bufo americanus, and Xenopus laevis. Ninety-six-hour laboratory static renewal studies, using the embryonic and larval life stages were performed under a central composite rotatable design using Vision concentrationsdetermined based on preliminary dose-response studies at pH 5.5 and pH 7.5 using concentrations ranging from 0.1 to 20 mg a.e./L. pH levels used in the definitive tests were 4.5, 5.0, 6.5, 8.0, and 8.5. Each embryonic experimental unit consisted of a 6015-mm plastic petri dish containing 20 embryos in 10 ml of treatment solution. Larval experimental units consisted of a 2-L aquarium containing 10 healthy Gosner stage 25 larvae in 1 L of treatment solution. The midpoint (0, 0) of the central composite rotatable design was replicated five times. All other design points were replicated once, for a total of 13 experimental units per test (Fig. 1). Each test was replicated twice, totaling 520 embryos and 260 larvae for the embryo and larval data sets, respectively. Two to four replications of the control were used, depending on the availability of animals.",5,"acidity","pH range","Vision(R), a glyphosate-based herbicide containing a 15% (weight:weight) polyethoxylated tallow amine surfactant blend, and the concurrent factor of pH were tested to determine their interactive effects on early life-stage Rana clamitans, R. pipiens, Bufo americanus, and Xenopus laevis. Ninety-six-hour laboratory static renewal studies, using the embryonic and larval life stages were performed under a central composite rotatable design using Vision concentrationsdetermined based on preliminary dose-response studies at pH 5.5 and pH 7.5 using concentrations ranging from 0.1 to 20 mg a.e./L. pH levels used in the definitive tests were 4.5, 5.0, 6.5, 8.0, and 8.5. Each embryonic experimental unit consisted of a 6015-mm plastic petri dish containing 20 embryos in 10 ml of treatment solution. Larval experimental units consisted of a 2-L aquarium containing 10 healthy Gosner stage 25 larvae in 1 L of treatment solution. The midpoint (0, 0) of the central composite rotatable design was replicated five times. All other design points were replicated once, for a total of 13 experimental units per test (Fig. 1). Each test was replicated twice, totaling 520 embryos and 260 larvae for the embryo and larval data sets, respectively. Two to four replications of the control were used, depending on the availability of animals.",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
