"","WOS_ID","Title","Abstract","Included","Training_Included","sim"
"26","WOS:000519242200040","Dibasic Derivatives of Phenylcarbamic Acid as Prospective Antibacterial Agents Interacting with Cytoplasmic Membrane","1-[2-[({[2-/3-(Alkoxy)phenyl]amino}carbonyl)oxy]-3-(dipropylammonio)propyl]pyrrolidinium/azepan- ium oxalates or dichlorides (alkoxy = butoxy to heptyloxy) were recently described as very promising antimycobacterial agents. These compounds were tested in vitro against Staphylococcus aureus ATCC 29213, Enterococcus faecalis ATCC 29212 (reference and control strains), three methicillin-resistant isolates of S. aureus, and three isolates of vancomycin-resistant E. faecalis. 1-[3-(Dipropylammonio)-2-({[3-(pentyloxy-/hexyloxy-/heptyloxy)phenyl]carbamoyl}oxy)propyl]pyrrolidinium dichlorides showed high activity against staphylococci and enterococci comparable with or higher than that of used controls (clinically used antibiotics and antiseptics). The screening of the cytotoxicity of the compounds as well as the used controls was performed using human monocytic leukemia cells. IC50 values of the most effective compounds ranged from ca. 3.5 to 6.3 mu M, thus, it can be stated that the antimicrobial effect is closely connected with their cytotoxicity. The antibacterial activity is based on the surface activity of the compounds that are influenced by the length of their alkoxy side chain, the size of the azacyclic system, and hydro-lipophilic properties, as proven by in vitro experiments and chemometric principal component analyses. Synergistic studies showed the increased activity of oxacillin, gentamicin, and vancomycin, which could be explained by the direct activity of the compounds against the bacterial cell wall. All these compounds demonstrate excellent antibiofilm activity, when they inhibit and disrupt the biofilm of S. aureus in concentrations close to minimum inhibitory concentrations against planktonic cells. Expected interactions of the compounds with the cytoplasmic membrane are proven by in vitro crystal violet uptake assays.",0,0,"diverse"
"27","WOS:000260288000022","E-government Evaluation on Delivering Public Services to Citizens among Cities in the Yangtze River Delta","Delivering public services to citizens via the Internet is the basic goal of E-government. Although Web sites are becoming essential elements of public e-services in local public administration in China, little is known about their efficiency and effectiveness. The objective of this paper is to evaluate the actual status of Web-enabled public services to citizens in municipal e-government implementation in the Yangtze River delta. Eight categories of public services to citizens delivered through the Internet have been identified in the Web sites of the 14 local municipal governments. These public services include birth, marriage, domicile register, education, social security, public utility, health and traffic. Using the methodology of service maturity, this study evaluates the quality and usage of public e-services to citizens in the Yangtze River delta. The results of this study show that almost all city governments are shifting from the traditional bureaucratic paradigm to the e-govemment public service paradigm albeit with significant differences in public e-services level in these cities. At present, e-government public services to citizens in almost all the cities studied are mostly limited to on-line presentations of government information with a low degree of development of interaction and on-line transaction. The municipal governments and policymakers in the near future will have to strengthen the interactivity of their Web sites with citizens and improve the on-line transaction level in order to deliver citizen-centric public e-services.",0,0,"diverse"
"28","WOS:000240955200006","In vitro test-based comparison of pesticide-induced sensitivity in marine and freshwater phytoplankton","This study aims to assess the effects of two pesticides, namely the insecticide carbofuran and the herbicide isoproturon, on monospecifically cultivated marine and freshwater phytoplankton according to standard methods. In the presence of pesticide, growth rates were lower in marine species Chaetoceros gracilis and Phaeodactylum tricornutum than in freshwater species Chlorella vulgaris and Selenastrum capricornutum after 72 hours. The EC50 values were obtained with the REGTOX Macro software, and the NEC values by applying the DEBtox model.",0,0,"diverse"
"29","WOS:000176832800012","Transformation of dimethylsulphoniopropionate to dimethyl sulphide during summer in the North Sea with an examination of key processes via a modelling approach","This study describes the routes and rates of transformation of dimethylsulphoniopropionate (DMSP) to dimethyl sulphide (DMS) in a phytoplankton bloom in the northern North Sea (59degreesN 2degreesE). A region on the edge of the high reflectance waters that characterised the bloom was labelled with SF6-tracer and tracked for 6 days. Within the framework of this Lagrangian experiment, it was possible to compile a comprehensive budget of the transformation of DMSP to DMS in the surface mixed layer of 15-30 m depth and a subsurface layer that extended to greater than or equal to40 m. As a basis to the synthesis of the DMS(P) biogeochemistry, an attempt was made to accurately constrain DMS emissions from the Lagrangian water mass. Included in the study is a comparison of estimates of the transfer velocity and DMS sea to air flux derived from two well established and two recently introduced parameterisations. The two recent approaches encouragingly gave similar rates of total DMS sea to air flux of 1.60 mg S m(-2) over the 6-day experimental period, and this value was intermediate to values derived from the two more routinely used approaches. The DMS sea to air flux was equivalent in terms of sulphur, to 10% of the DMS production and 1.3% of the particulate DMSP (DMSPp) production in the surface layer over the 6 days. Bacterial consumption accounted for the majority of DMS removal in both surface (62-82%) and subsurface layers (average 98%) and DMS concentrations decreased over the 6 days, despite increasing DMS production. Microzooplankton were the main agents of the transformation of DMSPp to the dissolved phase but little DMS appeared to be produced directly by the grazers. Instead, bacteria rapidly turned over the dissolved DMSP (DMSPd) made available by the grazers. An upper limit of 17% of the DMSPd consumed by bacteria in the surface layer was cleaved to DMS over the 6 days. Lower transformation efficiencies of similar to6% were estimated for the subsurface layer. An ecosystem model incorporating DMS(P) biogeochemistry was developed on the basis of the empirical data. Simple sensitivity analyses were employed to demonstrate the importance of both microzooplankton and bacterial metabolism in controlling the yield of DMS from DMSP production and hence, the DMS sea to air flux. Greater yields of DMS are likely to occur when DMSPp is transformed directly to DMS, in this case due to grazing, than when transformed to DMSPd and subsequently cleaved to DMS by bacterial activity. The point of DMS production in the DMSPp to DMS transformation pathway is likely to alter in relation to phytoplankton bloom progression and with season. The complex interaction amongst heterotrophic processes that control DMS concentrations suggests that attempts to predict global DMS flux may need to couple comprehensive ecosystem models of the type used in this study, to general circulation models. (C) 2002 Elsevier Science Ltd. All rights reserved.",0,0,"diverse"
"30","WOS:000392435900009","Arsenic tolerance and bioleaching fromrealgar based on response surface methodology by Acidithiobacillus ferrooxidans isolated from Wudalianchi volcanic lake, northeast China","Background: Traditional methods of obtaining arsenic have disadvantages such as high cost and high energy consumption. Realgar is one of the most abundant arsenic sulphide minerals and usually treated as waste in industry. The aim of the present study was to screen an arsenic tolerant bacterium used for bioleaching arsenic from realgar. Results: An acidophilic iron-oxidizing bacterium BYQ-12 was isolated from Wudalianchi volcanic lake in northeast China. BYQ-12 was a motile, rod-shaped gram-negative bacterium with an optimum growth at 30 degrees C and pH 2.5. 16S rDNA phylogeny showed that BYQ-12 was a new strain of Acidithiobacillus ferrooxidans. The inhibitory concentrations (ICs) of arsenite and arsenate were 32 and 64 mM, respectively. A significant second-order model was established using a Box-Behnken design of response surface methodology (BBD-RSM) and it estimated that a maximum arsenic bioleaching rate (73.97%) could be obtained when the pulp concentration, pH and initial ferrous ion concentration were set at optimized values of 0.95% w/v, 1.74 and 3.68 g/L, respectively. SEM, EDS and XRD analyses also revealed that there was direct bioleaching besides indirect electrochemical leaching in the arsenic bioleaching system. Conclusion: Fromthis workwe were successful in isolating an acidophilic, arsenic tolerant ferrous iron-oxidizing bacterium. The BBD-RSM analysis showed that maximum arsenic bioleaching rate obtained under optimum conditions, and the most effective factor for arsenic leaching was initial ferrous ion concentration. These revealed that BYQ-12 could be used for bioleaching of arsenic from arsenical minerals. (C) 2016 Pontificia Universidad Catolica de Valparaiso. Production and hosting by Elsevier B.V. All rights reserved.",0,0,"diverse"
"31","WOS:000380590400020","Drivers of Caribbean Freshwater Ecosystems and Fisheries","Freshwater tropical island environments support a variety of fishes that provide cultural, economic, and ecological services for humans but receive limited scientific, conservation, and public attention. Puerto Rico is a Caribbean tropical island that may serve as a model to illustrate the interactions between humans and natural resources in such complex ecosystems. The native freshwater fish assemblage of Puerto Rico is distinct from mainland assemblages in that the assemblage is not diverse, all species are diadromous, and they may be exploited at multiple life stages (e.g., postlarva, juvenile, adult). Primary large-scale drivers of recent water use policy include economic growth, human population density, and urbanization, with climate change as an overarching influence. Watershed and riparian land use, water quality, river flow and instream physical habitat, river habitat connectivity, exotic species, and aquatic resource exploitation are important proximate factors affecting the ecosystem and fisheries. Research on ecological processes and components of the stream and river fish assemblages has expanded the knowledge base in the past decade with the goal of providing critical information for guiding the conservation and management of the lotic resource to optimize ecosystem function and services. The greatest challenge facing Caribbean island society is developing policies that balance the needs for human water use and associated activities with maintaining aquatic biodiversity, ecological integrity and services, and sustainable fisheries. Achieving this goal will require broad cooperation and sustained commitment among public officials, agency administrators, biologists, and the public toward effective resource management.",0,0,"diverse"
"32","WOS:A1997XH24800013","Interaction of dredging lakes with the adjacent groundwater field: An isotope study","The paper presents the results of a study aimed at determining the water balance of small dredging lakes located in the temperate climatic zone (southern Austria) and their impact on the adjacent groundwater field using heavy stable isotopes of water, deuterium and oxygen-18. The isotope method of determining water balance of groundwater-controlled lakes was examined in some detail using the field data collected during this study. The calculations performed for different sets of input data revealed that the approach recommended in the literature, i.e. the use of oxygen-18 data, the air-based temperatures and the mean isotopic composition of evaporation flux calculated from the annual mean isotopic composition of precipitation assuming isotope equilibrium at the ground-level temperature, may lead to groundwater inflow rates which are underestimated by as much as 40%, The isotope-mass balance calculations performed independently for deuterium and oxygen-18 data can be reconciled within the overall uncertainty of the method, when the surface water temperature of a lake (with relative humidity adjusted accordingly) is used instead of ground-level air temperature, and the isotopic composition of the evaporation flux is adequately averaged, taking into account the seasonal variability of this flux for the given lake system. The sensitivity analysis of the isotope-mass balance calculations performed for the studied lake system suggests that the critical parameter for the overall accuracy of the method is the isotopic composition of the lake water and, to a lesser extent, of the subsurface inflow, in cases where the isotope enrichment of lake water is relatively small. In the studied case this enrichment reached only about 20% of the isotopic composition of the input. In general, the use of isotope-mass balance for determining subsurface inflow and outflow rates to dredging lakes would require a rather extensive monitoring of isotope and hydrological parameters of the studied system, performed on a monthly basis for at least one full hydrological year. The isotope and geochemical data gathered in the present study were used to derive mixing proportions of lake water with the downgradient groundwater field. The plume of the lake water could be traced up to about 4 km from the lakes, along the general direction of groundwater flow. (C) 1997 Elsevier Science B.V.",0,0,"diverse"
"33","WOS:000482429000001","Interrelationship Between Contractility, Protein Synthesis and Metabolism in Mantle of Juvenile Cuttlefish (Sepia officinalis)","Young juvenile cuttlefish (Sepia officinalis) can grow at rates as high as 12% body weight per day. How the metabolic demands of such a massive growth rate impacts muscle performance that competes for ATP is unknown. Here, we integrate aspects of contractility, protein synthesis, and energy metabolism in mantle of specimens weighing 1.1 g to lend insight into the processes. Isolated mantle muscle preparations were electrically stimulated and isometric force development monitored. Preparations were forced to contract at 3 Hz for 30 s to simulate a jetting event. We then measured oxygen consumption, glucose uptake and protein synthesis in the hour following the stimulation. Protein synthesis was inhibited with cycloheximide and glycolysis was inhibited with iodoacetic acid in a subset of samples. Inhibition of protein synthesis impaired contractility and decreased oxygen consumption. An intact protein synthesis is required to maintain contractility possibly due to rapidly turning over proteins. At least, 41% of whole animal. <(M) over dot>O-2 is used to support protein synthesis in mantle, while the cost of protein synthesis (50 mu mol O-2 mg protein(-1)) in mantle was in the range reported for other aquatic ectotherms. A single jetting challenge stimulated protein synthesis by approximately 25% (2.51-3.12% day(-1)) over a 1 h post contractile period, a similar response to that which occurs in mammalian skeletal muscle. Aerobic metabolism was not supported by extracellular glucose leading to the contention that at this life stage either glycogen or amino acids are catabolized. Regardless, an intact glycolysis is required to support contractile performance and protein synthesis in resting muscle. It is proposed that glycolysis is needed to maintain intracellular ionic gradients. Intracellular glucose at approximately 3 mmol L-1 was higher than the 1 mmol L-1 glucose in the bathing medium suggesting an active glucose transport mechanism. Octopine did not accumulate during a single physiologically relevant jetting challenge; however, octopine accumulation increased following a stress that is sufficient to lower Arg-P and increase free arginine.",0,0,"diverse"
"34","WOS:000321413800005","EFFECT OF STORAGE AND PRESERVATION OF HORSE FAECAL SAMPLES ON THE DETECTABILITY AND VIABILITY OF STRONGYLID NEMATODE EGGS AND LARVAE","The aim of the study was to assess selected methods of storage and preservation of horse faecal samples on the detectability of eggs and survival rate of larvae of strongylid nematodes. Physical and chemical factors were found to have a significant effect on the egg detectability and survival of the larvae. The comparison of control and variously preserved samples revealed that each storage method affected the reliability of the results to some extent. Short-lasting, three-day freezing resulted in a decrease of detectability from 100% to 94.1%, with an equally significant decrease in the mean number of eggs per one gram of faeces, from 1,238.97 to 983.82. Extending the freezing period from 3 to 14 d had a highly significant effect on the prevalence, which was then 85.3%, while the EPG (eggs per gram) value decreased more than twice, compared to control samples, and was 503.68. Thirty-day freezing had no further effect on the parasitological indices, which did not differ significantly from those obtained after a fortnight of freezing. Storing samples in 4% formalin and 40% ethanol had a significantly more negative effect on the detectability of strongylid eggs. The prevalence in alcohol-preserved samples was 91.2% and the EPG was 247.79; the values for formalin-preserved samples were 88.2% and 153.68. The way of preserving faecal samples was also found to affect the viability of strongylid larvae.",0,0,"diverse"
"35","WOS:000320665600009","Natural Stressors and Ranavirus Susceptibility in Larval Wood Frogs (Rana sylvatica)","Chronic exposure to stressors has been shown to suppress immune function in vertebrates, making them more susceptible to pathogens. It is less clear, however, whether many natural stressors are immunosuppressive. Moreover, whether stressors make disease more likely or more severe in populations is unclear because animals respond to stressors both behaviorally and physiologically. We tested whether chronic exposure to three natural stressors of wood frog tadpoles-high-densities, predator-cues, and low-food conditions-influence their susceptibility to a lethal ranavirus both individually in laboratory experiments, and collectively in outdoor mesocosms. Prior to virus exposure, we observed elevated corticosterone only in low-food treatments, although other treatments altered rates of growth and development as well as tadpole behavior. None of the treatments, however, increased susceptibility to ranavirus as measured by the proportion of tadpoles that became infected or died, or the time to death compared to controls. In fact, mortality in the mesocosms was actually lower in the high-density treatment even though most individuals became infected, largely because of increased rates of metamorphosis. Overall we find no support for the hypothesis that chronic exposure to common, ecologically relevant challenges necessarily elevates corticosterone levels in a population or leads to more severe ranaviral disease or epidemics. Conditions may, however, conspire to make ranavirus infection more common in metamorphosing amphibians.",1,1,"diverse"
"36","WOS:000089631900021","Comparative studies on the fecundity, egg survival, larval feeding, and development of Chilo partellus and Chilo orichalcociliellus (Lepidoptera : Crambidae) on five grasses","Chilo partellus (Swinhoe) and Chilo orichalcociliellus Strand (Lepidoptera: Crambidae) are gramineous stem borers that occur sympatrically in the southern coastal area of Kenya. Evidence over a 30-yr period indicates that the indigenous stem borer, C. orichalcociliellus, is being gradually displaced by the exotic stem borer, C. partellus. Comparative laboratory studies were conducted in several large-stemmed grasses to examine factors that may be involved in the displacement of C. orichalcociliellus, and to examine other possible effects of the invasion of C. partellus into Kenya. C, partellus had a higher fecundity than C. orichalcociliellus at 25 and 28 degrees C, but not at 31 degrees C. In addition, more C. partellus than C. orichalcociliellus eggs survived to the first instar. C. partellus larvae developed faster than C. orichalcociliellus in maize and sorghum. In this shorter developmental time, C. partellus consumed more maize than C. orichalcociliellus, but both species consumed equal amounts of sorghum. On a daily basis, C. partellus consumed more maize and sorghum than C. orichalcociliellus. A few C. orichalcociliellus survived to the pupal stage in napier and guinea grasses, whereas no C. partellus survived. The shorter developmental period of C. partellus may give this species a competitive advantage over the slower developing C. orichalcociliellus. However, the ability of C. orichalcociliellus to complete development in two native grasses in which C. partellus did not survive may provide a refuge that has allowed C. orichalcociliellus to escape extirpation from the coastal area of Kenya.",0,0,"diverse"
"37","WOS:000695816300097","Climate change impacts and uncertainty on spatiotemporal variations of drought indices for an irrigated catchment","Droughts are responsible for severe vegetation loss and declining agricultural yields. As future climate change projections imply an increased risk of extreme events, the occurrence of droughts is potentially accelerating in the future. The influence of climate change on drought events in a Danish agricultural catchment under the emission scenario RCP8.5 are evaluated by three different drought indices covering soil moisture, groundwater and streamflow deficits. The indices are based on results from a hydrological model forced by downscaled climate outputs from 16 Euro-CORDEX climate models (GCM-RCMs), while considering uncertainties among climate model projections. The hydrological model demonstrated a satisfactory ability in modelling historical drought characteristics. The results from the future projections showed that the intensity and frequency of droughts increased towards the end of the century. The spatial patterns of changes in drought were found to be highly dependent on the climate model results, index formulations and assumptions, as well as the hydrogeological properties of the catchment. Groundwater based irrigation in the agricultural areas effectively mitigates soil moisture drought, leading to lower future uncertainty of the ensemble mean (higher model agreement) for soil moisture droughts at irrigated locations. This is obtained at the cost of lower groundwater levels in both reference and future periods resulting in larger uncertainties on the simulated groundwater droughts, because of the addition of irrigation uncertainty. While the joint impact of greater groundwater abstraction and changing dynamics of precipitation and groundwater recharge also leads to larger streamflow variability between model combinations (standard deviation) under RCP8.5 for the downstream discharge station.",0,0,"diverse"
"38","WOS:000169203200008","Long-term land use changes in a mesoscale watershed due to socio-economic factors - effects on landscape structures and functions","To examine the effects of land use changes in peripheral regions on landscape structures and functions, we have developed or adapted three simulation models focused on agricultural economics, ecology and hydrology. These models were linked via GIS and tested in the Aar watershed located in central Germany. The agro-economic simulation model ProLand predicts land use changes resulting from a particular framework of specified natural, economic and political characteristics on a regional scale. This land use prognosis serves as input for the ecological and hydrological models. The ecological model ELLA analyzes and predicts the influence of land use systems on the biodiversity of a landscape indicated by the spread and dispersal of selected species. The present study focuses on modeling the spread of skylark (Alauda arcensis) breeding habitats. The physically based hydrological model SWAT calculates components of the landscape's water balance over a daily time-step. This paper addresses the most relevant problems of integrated modeling approaches, including the use of common databases, metainformation, and interface requirements for data exchange. Initial modeling results are presented to demonstrate the impact of a changing framework in peripheral regions on ecological and economic indicators. The actual land use was compared with a scenario with an incentive for grassland developed by ProLand. The percentage of forested areas declined significantly, while the area of grassland increased from 20 to 41%,. The result was a decline of connected areas suitable for skylark habitats. Stream flow and surface runoff increased due to the change in land use. (C) 2001 Elsevier Science B.V. All rights reserved.",0,0,"diverse"
"39","WOS:000181397100009","Methane (CH4) release from littoral wetlands of Boreal lakes during an extended flooding period","Lake littoral zones have a transitional nature and dynamic conditions, which are reflected in their CH4 emissions. Thus, detailed studies are needed to assess the littoral CH4 emissions in a regional scale. In this study, CH4 fluxes were followed during the ice-free seasons in 1998 and 1999 by using the static chamber method in the littoral zone of two lakes in Finland. An exceptionally high water level in 1998 caused an unusually long inundation in otherwise ephemerally flooded zone. The flooding was normal in year 1999. The factors controlling CH4 emissions were examined and statistical response functions were constructed. Further, the effect of extended flooding on the littoral CH4 budged was estimated. The methane flux was primarily regulated by the water level in grass and sedge dominated eulittoral zone, but not in infralittoral reed and water lily stands. Methane emissions in the sedge dominated zone decreased significantly, when the flood was high enough to submerge the venting structures of the plants. Besides water level, sediment temperature determined CH4 emission. The cumulative CH4 emissions from the whole littoral wetlands in wet year were 1.1 times (L. Kevaton), or 0.61 and 0.79 times (L. Mekrijarvi) those in dry year. The crucial factor was the discrepancy between the exceptional and the average water level. The extension of inundated area does not necessarily increase CH4 emissions if the flood reaches infrequently inundated areas, which apparently have low CH4 production potential. This is the case especially, if the emissions in lower zones simultaneously decrease due to high water level. Our study analyses these complex responses between CH4 emissions and water level.",0,0,"diverse"
"40","WOS:000611336600001","Functional Inactivation of Drosophila GCK Orthologs Causes Genomic Instability and Oxidative Stress in a Fly Model of MODY-2","Maturity-onset diabetes of the young (MODY) type 2 is caused by heterozygous inactivating mutations in the gene encoding glucokinase (GCK), a pivotal enzyme for glucose homeostasis. In the pancreas GCK regulates insulin secretion, while in the liver it promotes glucose utilization and storage. We showed that silencing the Drosophila GCK orthologs Hex-A and Hex-C results in a MODY-2-like hyperglycemia. Targeted knock-down revealed that Hex-A is expressed in insulin producing cells (IPCs) whereas Hex-C is specifically expressed in the fat body. We showed that Hex-A is essential for insulin secretion and it is required for Hex-C expression. Reduced levels of either Hex-A or Hex-C resulted in chromosome aberrations (CABs), together with an increased production of advanced glycation end-products (AGEs) and reactive oxygen species (ROS). This result suggests that CABs, in GCK depleted cells, are likely due to hyperglycemia, which produces oxidative stress through AGE metabolism. In agreement with this hypothesis, treating GCK-depleted larvae with the antioxidant vitamin B6 rescued CABs, whereas the treatment with a B6 inhibitor enhanced genomic instability. Although MODY-2 rarely produces complications, our data revealed the possibility that MODY-2 impacts genome integrity.",0,0,"diverse"
"41","WOS:000265487800026","Role of Human-Mediated Dispersal in the Spread of the Pinewood Nematode in China","Background: Intensification of world trade is responsible for an increase in the number of alien species introductions. Human-mediated dispersal promotes not only introductions but also expansion of the species distribution via long-distance dispersal. Thus, understanding the role of anthropogenic pathways in the spread of invading species has become one of the most important challenges nowadays. Methodology/Principal Findings: We analysed the invasion pattern of the pinewood nematode in China based on invasion data from 1982 to 2005 and monitoring data on 7 locations over 15 years. Short distance spread mediated by long-horned beetles was estimated at 7.5 km per year. Infested sites located further away represented more than 90% of observations and the mean long distance spread was estimated at 111-339 km. Railways, river ports, and lakes had significant effects on the spread pattern. Human population density levels explained 87% of the variation in the invasion probability (P<0.05). Since 2001, the number of new records of the nematode was multiplied by a factor of 5 and the spread distance by a factor of 2. We combined a diffusion model to describe the short distance spread with a stochastic, individual based model to describe the long distance jumps. This combined model generated an error of only 13% when used to predict the presence of the nematode. Under two climate scenarios (stable climate or moderate warming), projections of the invasion probability suggest that this pest could expand its distribution 40-55% by 2025. Conclusions/Significance: This study provides evidence that human-induced dispersal plays a fundamental role in the spread of the pinewood nematode, and appropriate control measures should be taken to stop or slow its expansion. This model can be applied to Europe, where the nematode had been introduced later, and is currently expanding its distribution. Similar models could also be derived for other species that could be accidentally transported by humans.",0,0,"diverse"
"42","WOS:000279879700010","Lack of Angling-Sized Yellow Perch in a Canadian Boreal Lake: Potential Influences of Growth Rate, Diet, and Predation by Double-Crested Cormorants","Fisheries for yellow perch Perca flavescens are economically important in North America, but in many lakes this species does not attain sizes desirable to anglers (total length [TL] > 250 mm). We investigated factors potentially contributing to the lack of angling-sized yellow perch in Dore Lake, Saskatchewan. This large boreal lake has a long history of exploitation and is subject to current controversy regarding the impact of double-crested cormorants Phalacrocorax auritus on its fisheries. We found that yellow perch in Dore Lake attained greater maximum ages (mean +/- SD = 7.4 +/- 1.0 years) but smaller maximum sizes (215 +/- 7 mm TL) than other yellow perch populations. Thus, the lack of angling-sized yellow perch in Dore Lake is probably the result of slow growth rates rather than short life spans. Double-crested cormorants preyed heavily on yellow perch, but predation was highly skewed toward much smaller sizes (<100 mm TL) than those preferred by anglers. Stomach contents and stable nitrogen isotopes confirmed that yellow perch in Dore Lake undergo expected ontogenetic diet shifts and become predominantly piscivorous at around age 3. Analysis with stable isotopes also revealed long-term dietary differences between age-2 and age-3 yellow perch captured in littoral versus offshore habitats, suggesting some degree of intrapopulation variability in resource and habitat use among yellow perch in Dore Lake.",0,0,"diverse"
"43","WOS:000574725800001","Learning from Each Other: a Communities of Practice Approach to Decorative Traditions of Northern Iroquoian Communities in the Late Woodland","In this paper, we employ a communities of practice approach to investigate precontact childhood social learning and pottery production in the Lower Great Lakes. Until recently, there has been an implicit assumption that childhood learning involved primarily parent-child interactions. Building on current research that has begun to improve understanding of Indigenous socialization strategies, we apply a multi-scalar decorative analysis to investigate traditions of learning among potting communities in Southern Ontario and upstate New York, fromca.900-1650 CE. Through a series of statistical analyses, we demonstrate a remarkable continuity in motif practices by child potters that is not evident among skilled potters, who were more impacted by social, demographic, and economic changes in their communities. The multi-generational tradition spanning at least 750 years leads us to suggest that child potters learned primarily in child groups through peer-to-peer learning. Although peer-to-peer learning has been observed ethnographically, this practice has often been overlooked in archaeology and warrants further inquiry.",0,0,"diverse"
"44","WOS:000307377800011","Effect of birth season on longevity: Thrifty and hopeful phenotypes in historical quebec","Objectives: Individuals with fetal growth restrictions may become unhealthy as adult if they live in a nutritionally rich environment. Yet, there is little evidence for the counterpart that profuse resources during early development may prove detrimental in an impoverished adult environment. Using birth season as a proxy for nutrition in utero, this study tests whether early life effects on longevity are conditional on the environment in which people reside during adulthood. Methods: I used Cox proportional hazard models of mortality after the age of 60 years among historical cohorts of French Canadian women born before 1750. Models are stratified by siblings to adjust the results for unobserved factors shared by family members. Results: A birth during winter conferred the best-survival prospects in the south of the Saint-Lawrence River but the worse prospects in the north, where a birth during the fall was associated with the lowest mortality. Women who migrated to live on the other side of the river lost whatever advantage or disadvantage they had from their birth season and faced increases or decreases in risk that were specific to their new location. Conclusions: Based on Hales and Barker's thrifty phenotype hypothesis, and adding the hopeful phenotype counterpart, this study suggests that cues from the external environment during development are highly specific to that environment and that the slightest change of location may affect the chances for survival into old age. I finally address the role of fertility as a possible mediator or modifier of the effect of birth season on longevity. Am. J. Hum. Biol., 2012. (c) 2012Wiley Periodicals, Inc.",0,0,"diverse"
"45","WOS:000276952600013","Docosahexaenoic Acid Induces Apoptosis in MCF-7 Cells In Vitro and In Vivo via Reactive Oxygen Species Formation and Caspase 8 Activation","Background: The present study sought to further investigate the in vitro and in vivo anticancer effects of a representative omega-3 fatty acid, docosahexaenoic acid (DHA), with a focus on assessing the induction of oxidative stress and apoptosis as an important mechanism for its anticancer actions. Methodology/Principal Findings: In vitro studies showed that DHA strongly reduces the viability and DNA synthesis of MCF-7 human breast cancer cells in culture, and also promotes cell death via apoptosis. Mechanistically, accumulation of reactive oxygen species and activation of caspase 8 contribute critically to the induction of apoptotic cell death. Co-presence of antioxidants or selective inhibition or knockdown of caspase 8 each effectively abrogates the cytotoxic effect of DHA. Using athymic nude mice as an in vivo model, we found that feeding animals the 5% fish oil-supplemented diet for 6 weeks significantly reduces the growth of MCF-7 human breast cancer cells in vivo through inhibition of cancer cell proliferation as well as promotion of cell death. Using 3-nitrotyrosine as a parameter, we confirmed that the fish oil-supplemented diet significantly increases oxidative stress in tumor cells in vivo. Analysis of fatty acid content in plasma and tissues showed that feeding animals a 5% fish oil diet increases the levels of DHA and eicosapentaenoic acid in both normal and tumorous mammary tissues by 329% and 300%, respectively. Conclusions/Significance: DHA can strongly induce apoptosis in human MCF-7 breast cancer cells both in vitro and in vivo. The induction of apoptosis in these cells is selectively mediated via caspase 8 activation. These observations call for further studies to assess the effectiveness of fish oil as a dietary supplement in the prevention and treatment of human breast cancer.",0,0,"diverse"
"46","WOS:000685082500001","Allometry of tree biomass and carbon partitioning in ponderosa pine plantations grown under diverse conditions","Forests not only provide forest products to meet people's demands, but also sequester enough carbon to offset more than 11% of anthropogenic CO2 release in the United States. An accurate estimate of forest carbon sequestration over different forest and forest product combinations requires the species-specific and site-specific allometric biomass equations for trees and understory vegetation at particular forest developmental stages. Here, we constructed the above- and below-ground allometric equations by harvesting 108 20-year-old ponderosa pine (Pinus ponderosa) trees grown under four different silvicultural treatments (four combinations of with and without competing vegetation control (H) and fertilization (F): C = control with no vegetation control and no fertilization, H, F, and HF) at three diverse site conditions in northern California. We found that the logarithmic regressions provided superior estimations of biomass for total, aboveground, bole, coarse roots, branches, and foliage compared to simple or scaled power-law fits. Treatment effect in allometric equations was generally lacking but site effect was significant, suggesting site specific allometric relations exist. With the best allometric equations, we estimated the biomass and carbon for each plot among treatments and sites. In addition, understory woody plant biomass was also measured with fixed area subplots. Results show significantly more total carbon sequestration at the high-quality sites with 113.1-162.5 Mg ha(-1) than the lower ones with 85.8-105.9 Mg ha(-1) at the intermediate site and 29.3-70.4 Mg ha(-1) at the poorest site, respectively. The range of carbon stocks indicates the treatment differences at each site, with the largest effect (240%) at the poorest site and similar at other two sites (similar to 130%). If planted trees only were considered, a trend among sites exists with 93.4-149.3 Mg ha(-1) at the richest site, 26.2-88.1 Mg ha(-1) at the intermediate site, and 17.1-64.2 Mg ha(-1) at the poorest site, respectively. Therefore, if we manage forests for carbon or forest products, intensive management practices will substantially enhance plantation productivity and stand development while site quality cannot be changed.",0,0,"diverse"
